RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
3482;15582168;713;Germany;Female;61;4;149525.34;2;1;0;123663.63;0
3483;15807269;690;Germany;Male;43;2;166522.78;1;0;0;119644.59;1
3484;15660417;613;Germany;Female;43;10;120481.69;1;0;0;94875.03;1
3485;15641794;698;France;Male;33;5;135658.73;2;0;1;39755;0
3486;15779174;451;France;Female;36;2;0;2;1;1;180142.42;0
3487;15785547;665;France;Male;28;8;191402.82;2;1;0;83238.4;0
3488;15580227;803;France;Male;33;6;0;2;1;0;115676.61;0
3489;15657830;663;France;Male;43;4;87624.03;2;1;0;149401.33;0
3490;15798256;558;France;Female;45;1;153697.53;2;0;0;89891.4;1
3491;15643819;714;France;Female;25;4;0;2;0;0;82500.84;0
3492;15726855;805;Germany;Female;45;9;116585.97;1;1;0;189428.75;1
3493;15789055;635;Spain;Male;35;2;113635.16;1;1;0;90883.12;0
3494;15693162;694;France;Female;29;5;99713.87;1;0;0;112317.89;0
3495;15795540;556;France;Female;36;2;134208.22;1;0;1;177670.57;0
3496;15794941;647;Germany;Female;41;1;85906.65;3;1;0;189159.97;0
3497;15611848;850;Germany;Male;32;3;137714.25;1;0;1;159403.68;0
3498;15804201;457;Germany;Male;42;4;126772.57;1;0;1;126106.4;0
3499;15596863;787;Germany;Female;38;3;158373.23;1;1;1;28228.35;0
3500;15696277;651;France;Female;34;9;0;2;1;0;138113.71;0
3501;15723864;828;Spain;Male;47;1;109876.82;2;1;0;83611.45;1
3502;15606397;577;Germany;Female;44;1;152086.15;1;0;1;44719.5;1
3503;15595842;748;Germany;Male;45;2;119852.01;1;0;0;73853.94;1
3504;15753837;573;Spain;Male;38;4;0;2;1;1;196517.43;0
3505;15783882;771;Spain;Female;41;5;0;2;0;1;92914.67;0
3506;15799790;763;France;Male;35;9;0;1;1;1;31372.91;0
3507;15703778;728;France;Male;33;8;129907.63;1;0;1;36083.96;0
3508;15639278;580;Germany;Female;36;6;145387.32;2;1;1;169963.2;1
3509;15568487;712;France;Male;35;7;124616.23;1;1;1;69320.97;0
3510;15601387;721;France;Male;35;10;0;2;1;0;71594.26;0
3511;15710421;774;Spain;Female;36;8;117152.3;1;0;0;101828.39;0
3512;15726774;563;France;Male;35;3;106250.72;1;0;0;39546.32;0
3513;15649078;850;Germany;Female;27;8;111837.78;2;1;1;110805.79;0
3514;15641877;681;France;Male;47;9;97023.21;1;1;1;2168.13;0
3515;15796496;631;France;Female;31;8;137687.72;1;1;0;190067.12;0
3516;15815690;614;Spain;Female;40;3;113348.5;1;1;1;77789.01;0
3517;15631739;704;Spain;Male;24;10;122109.78;1;1;1;127654.37;0
3518;15625584;786;France;Male;32;2;120452.4;2;0;0;79602.86;0
3519;15802466;534;France;Female;53;7;0;2;1;1;80619.17;0
3520;15746805;597;France;Male;33;9;0;2;1;0;49374.82;0
3521;15636330;588;Germany;Female;48;1;143279.58;2;1;0;31580.8;1
3522;15714970;667;Germany;Male;32;0;103846.65;1;1;0;20560.69;0
3523;15729454;465;France;Male;33;8;0;2;1;0;177668.55;0
3524;15785559;678;France;Male;43;1;133237.21;1;1;0;111032.79;1
3525;15649414;570;France;Female;61;6;142105.35;1;1;1;45214.04;0
3526;15701605;815;France;Male;37;1;166115.42;1;1;0;67208.3;0
3527;15686696;817;France;Female;37;6;81070.34;2;1;0;80985.88;0
3528;15625586;717;France;Male;35;4;0;1;1;1;167573.06;0
3529;15654975;641;France;Female;53;0;123835.52;2;0;1;160110.65;0
3530;15782993;624;France;Male;51;10;123401.43;2;1;1;127825.25;0
3531;15774382;579;Germany;Male;49;4;169377.31;1;1;1;123535.05;0
3532;15689602;698;France;Male;38;2;130015.24;1;1;1;41595.3;0
3533;15756155;645;France;Male;32;4;0;2;0;1;97628.08;0
3534;15812647;691;France;Male;34;8;133936.04;2;1;0;91359.79;0
3535;15736043;638;France;Male;34;6;114543.27;1;1;1;97755.29;0
3536;15602572;720;France;Male;33;9;0;2;1;1;142956.48;0
3537;15674765;553;Spain;Male;44;4;0;1;1;0;10789.3;0
3538;15678725;658;France;Female;29;8;0;2;0;1;130461.09;0
3539;15694444;648;Germany;Female;32;8;157138.99;3;1;0;190994.48;1
3540;15795878;636;Spain;Male;45;3;0;2;1;1;159463.8;0
3541;15735346;527;Germany;Female;41;10;136733.24;1;1;1;57589.29;0
3542;15687094;717;Germany;Female;28;9;82498.14;2;0;0;40437.67;0
3543;15790067;614;Spain;Male;39;3;151914.93;1;0;0;56459.45;0
3544;15605742;737;France;Male;43;0;80090.93;1;1;0;39920;1
3545;15566740;587;Spain;Male;51;3;83739.32;1;0;1;148798.45;0
3546;15664897;682;France;Female;35;2;181166.44;1;1;1;63737.19;1
3547;15585777;710;France;Male;38;3;130588.82;1;1;1;154997.64;0
3548;15650864;507;France;Male;42;6;0;2;1;0;34777.23;0
3549;15713845;688;France;Male;38;7;148045.68;1;1;0;175479.92;1
3550;15639662;710;France;Male;38;2;0;2;1;0;96.27;0
3551;15567013;779;Spain;Male;33;3;0;2;1;0;30804.68;0
3552;15800251;583;Germany;Female;26;10;72835.56;2;1;0;96792.15;0
3553;15651315;627;France;Male;41;3;0;2;1;0;132719.8;0
3554;15784218;620;Spain;Male;38;0;0;2;1;1;38015.34;0
3555;15572398;614;Spain;Female;39;6;0;2;1;1;164018.98;0
3556;15707962;606;France;Male;40;6;119501.88;2;1;0;46774.94;0
3557;15705663;700;Germany;Female;39;5;144550.83;2;1;1;189664.43;0
3558;15645355;677;Germany;Male;34;3;126729.41;1;1;1;26106.39;1
3559;15583073;771;Spain;Female;56;2;0;1;1;1;25222.6;1
3560;15614361;620;Spain;Male;42;9;121490.05;1;1;1;29296.74;0
3561;15700083;609;Spain;Male;39;2;139443.75;2;1;0;9234.06;0
3562;15796015;633;Germany;Male;42;3;126041.02;1;0;1;11796.89;0
3563;15594270;693;France;Male;38;7;198338.77;2;1;1;14278.18;0
3564;15701524;709;France;Male;36;0;0;2;1;0;46811.77;0
3565;15645847;569;Germany;Male;35;2;109196.66;3;1;0;109393.19;1
3566;15613140;565;France;Male;34;6;0;1;1;1;63173.64;0
3567;15628893;681;France;Male;29;8;0;1;1;0;66367.33;0
3568;15764073;503;Spain;Female;36;9;0;2;1;1;16274.67;0
3569;15782879;656;France;Male;40;2;0;2;1;1;180553.48;0
3570;15726087;592;France;Female;62;5;0;1;1;1;100941.57;0
3571;15726313;687;Spain;Female;50;5;0;2;1;0;110230.4;0
3572;15578073;686;Spain;Male;22;8;0;2;0;0;142331.85;0
3573;15620579;695;Spain;Female;31;8;0;2;0;1;131644.41;0
3574;15768270;579;Spain;Female;31;9;0;2;1;0;112395.98;0
3575;15615004;730;France;Female;37;1;0;2;1;1;124364.63;0
3576;15704771;593;France;Female;35;6;133489.12;2;1;1;78101.29;0
3577;15607509;539;France;Male;38;5;0;2;1;0;47388.41;0
3578;15670343;576;Spain;Male;19;6;0;2;0;0;72306.07;0
3579;15597968;617;Spain;Male;50;7;0;1;1;0;184839.7;1
3580;15815552;670;France;Female;42;6;112333.63;1;1;1;65706.86;0
3581;15631871;616;Germany;Female;57;7;116936.81;1;1;1;104379.36;0
3582;15596713;786;France;Male;37;7;165896.22;2;1;1;66977.68;0
3583;15684211;704;Spain;Female;44;9;153656.85;1;1;0;158742.81;0
3584;15608408;598;Spain;Male;39;1;0;2;1;0;159130.32;0
3585;15804721;602;France;Male;49;0;191808.73;1;0;0;97640.2;0
3586;15741988;492;Germany;Female;52;8;125396.24;1;1;0;10014.72;1
3587;15771728;641;Germany;Male;41;7;104405.54;3;1;0;17384.21;0
3588;15721207;625;Germany;Male;42;6;100047.33;1;1;0;93429.95;0
3589;15764072;759;France;Female;31;1;109848.6;1;1;1;42012.55;0
3590;15689412;604;France;Female;32;7;127849.38;1;1;0;15798.7;0
3591;15775339;520;France;Female;29;8;95947.76;1;1;0;4696.44;0
3592;15585256;805;Spain;Male;26;2;0;2;1;1;25042.1;0
3593;15780220;656;France;Male;38;10;0;1;1;1;136521.82;0
3594;15752409;553;France;Male;31;6;0;2;0;0;124596.63;0
3595;15741417;624;Spain;Female;35;7;119656.45;2;1;1;4595.05;0
3596;15665168;681;Germany;Female;44;3;105206.7;2;1;1;163558.36;0
3597;15782758;632;France;Male;40;5;147650.68;1;1;1;199674.83;0
3598;15591091;644;France;Male;44;5;73348.56;1;1;0;157166.79;1
3599;15715877;821;France;Male;28;2;0;2;1;0;46072.52;0
3600;15756918;754;France;Female;38;2;0;2;0;0;3524.69;0
3601;15746662;568;Spain;Female;27;1;116320.68;1;0;1;45563.94;0
3602;15793343;549;France;Female;29;8;0;2;1;1;189558.44;0
3603;15576774;729;France;Female;38;7;0;2;0;0;45779.9;0
3604;15801316;523;France;Male;61;8;66250.71;1;1;1;21859.06;0
3605;15662232;675;Germany;Male;42;2;92616.64;2;1;0;8567.18;0
3606;15737778;782;Spain;Female;41;4;0;1;1;0;132943.88;0
3607;15785373;717;Spain;Female;42;5;190305.78;1;1;0;99347.8;1
3608;15600174;525;France;Male;35;7;165358.77;1;0;1;94738.54;0
3609;15752956;629;Spain;Male;29;6;0;2;1;1;88842.8;0
3610;15644882;616;Germany;Female;36;10;78249.53;1;1;0;136934.91;0
3611;15766272;521;Germany;Female;61;0;125193.96;1;1;1;109356.53;0
3612;15800620;691;France;Female;29;9;0;2;0;0;199635.93;0
3613;15747458;677;Spain;Female;43;3;133214.88;2;1;1;95936.84;0
3614;15736769;663;France;Female;27;9;0;2;1;0;150850.29;0
3615;15638607;546;France;Female;52;2;0;1;1;0;137332.37;1
3616;15659937;703;France;Female;40;7;0;2;0;1;122518.5;0
3617;15765287;850;France;Female;38;2;0;2;1;0;9015.07;0
3618;15766064;559;France;Male;33;9;111060.05;2;1;0;110371.84;0
3619;15649616;636;Spain;Male;60;7;124447.73;1;1;1;141364.62;1
3620;15720919;667;France;Male;42;7;0;1;0;1;108348.94;1
3621;15622442;619;France;Male;29;5;0;2;1;0;194310.1;0
3622;15568104;749;France;Female;26;6;0;2;0;1;34948.77;0
3623;15763414;655;Germany;Male;32;9;113447.01;1;1;0;82084.3;0
3624;15621974;778;Germany;Female;33;4;111063.73;2;1;0;83556.65;0
3625;15803947;757;Germany;Female;30;6;161378.02;1;0;0;71926.28;1
3626;15720706;529;Spain;Female;39;2;82766.43;1;1;1;122925.44;0
3627;15759290;620;Spain;Male;29;9;0;2;1;0;13133.88;0
3628;15651664;615;France;Female;61;1;104267.7;1;1;0;62845.64;1
3629;15795132;735;France;Female;25;3;91718.8;1;0;0;28411.23;0
3630;15811565;705;Spain;Female;47;3;63488.7;1;0;1;28640.92;1
3631;15691840;505;Germany;Female;37;6;159863.9;2;0;1;125307.87;0
3632;15682021;471;Germany;Male;23;6;104592.55;2;1;0;131736.23;0
3633;15612931;722;Spain;Female;50;4;132088.59;1;1;1;128262.14;0
3634;15601383;744;Spain;Male;44;5;120654.68;1;1;0;82290.81;0
3635;15662662;573;France;Female;30;6;0;2;1;0;66190.21;0
3636;15590683;660;France;Female;31;6;172325.67;1;0;1;45438.38;0
3637;15773591;787;France;Male;46;7;117685.31;2;1;1;93360.35;0
3638;15624667;684;France;Male;35;6;135871.5;1;1;1;87219.41;0
3639;15812888;447;France;Male;41;3;0;4;1;1;197490.39;1
3640;15724154;625;Germany;Female;49;4;128504.76;1;1;0;126812.63;1
3641;15661626;732;Germany;Female;45;6;98792.4;1;1;0;81491.7;1
3642;15698703;628;Germany;Male;40;5;181768.32;2;1;1;129107.97;0
3643;15801431;682;Spain;Female;48;9;101198.01;1;1;1;49732.9;0
3644;15649451;746;France;Male;25;9;0;2;0;1;88728.47;0
3645;15606158;644;France;Female;39;9;0;1;1;0;3740.93;0
3646;15589496;778;France;Male;34;5;139064.06;2;0;0;67949.32;0
3647;15572038;660;Germany;Male;35;9;113948.58;1;1;0;188891.96;1
3648;15657396;806;France;Male;31;9;0;2;0;1;140168.36;0
3649;15709478;611;Germany;Male;37;1;117524.72;2;0;1;161064.29;0
3650;15814519;648;France;Female;37;7;0;2;1;0;194238.92;0
3651;15636520;692;France;Male;27;1;125547.53;1;0;0;7900.46;0
3652;15794414;507;Spain;Male;46;6;92783.68;1;1;1;51424.29;0
3653;15700650;681;France;Male;34;3;0;2;0;0;55816.2;0
3654;15784286;641;Spain;Male;40;5;102145.13;1;1;1;100637.07;0
3655;15633729;488;France;Male;43;10;112751.13;1;1;1;28332;0
3656;15577683;539;France;Female;29;4;0;2;1;1;100919.19;0
3657;15800746;674;France;Male;45;7;144889.18;1;1;1;102591.9;1
3658;15788686;538;Spain;Male;40;8;0;2;1;1;25554.4;0
3659;15742798;829;France;Female;22;7;150126.44;1;1;0;152107.93;1
3660;15596647;768;France;Male;54;8;69712.74;1;1;1;69381.05;0
3661;15756070;585;Spain;Female;44;4;0;2;0;1;101728.46;0
3662;15654074;653;France;Male;38;8;119315.75;1;1;0;150468.35;0
3663;15695872;712;France;Female;30;1;89571.59;1;1;1;177613.19;0
3664;15568885;620;Germany;Female;34;8;102251.57;1;1;0;120672.09;0
3665;15725036;709;France;Male;42;9;118546.71;1;0;1;77142.85;0
3666;15632665;832;France;Male;61;2;0;1;0;1;127804.66;1
3667;15571476;635;Spain;Male;38;0;103257.14;1;0;0;158344.63;0
3668;15776850;749;Spain;Female;43;1;124209.02;1;1;1;167179.48;0
3669;15623649;629;Spain;Male;32;3;0;2;1;1;15404.64;0
3670;15751131;836;Spain;Female;41;7;150302.84;1;1;1;156036.19;0
3671;15688128;542;Spain;Male;34;8;108653.93;1;0;1;144725.14;0
3672;15678412;645;France;Female;45;8;85325.93;1;0;0;22558.74;0
3673;15770291;844;France;Female;29;8;0;2;0;0;147342.03;0
3674;15583392;747;Germany;Male;37;9;135776.36;3;1;0;85470.45;1
3675;15697948;752;Spain;Female;36;3;0;2;1;1;48505.1;0
3676;15608328;760;Spain;Female;41;6;0;2;0;0;101491.23;0
3677;15600813;717;France;Male;50;9;90305.76;1;1;1;124626.57;0
3678;15706217;645;Germany;Male;28;7;117466.03;2;1;1;34490.06;0
3679;15610972;681;Germany;Female;44;4;91115.76;2;0;0;24208.84;1
3680;15785350;528;Spain;Male;23;7;104744.89;1;1;0;170262.97;0
3681;15749119;710;France;Female;31;3;0;2;1;1;112289.06;0
3682;15700965;724;France;Female;32;6;0;2;1;1;150026.79;0
3683;15717156;520;France;Male;30;3;143396.54;2;1;1;898.51;0
3684;15740846;556;France;Male;40;5;125909.85;1;1;1;95124.4;0
3685;15573284;579;France;Female;45;2;0;2;0;0;11514.39;0
3686;15729083;674;France;Male;36;2;154525.7;1;0;1;27468.72;0
3687;15793478;593;Germany;Female;39;8;151391.68;1;1;0;27274.6;1
3688;15640377;526;France;Female;36;0;0;2;1;0;97767.63;0
3689;15723950;684;Spain;Male;40;2;70291.02;1;1;1;115468.84;1
3690;15590327;604;Germany;Female;42;10;166031.45;1;1;0;98293.14;0
3691;15706199;636;Germany;Male;36;6;96643.32;1;0;0;182059.28;0
3692;15671514;669;Spain;Female;33;8;0;2;0;1;128538.05;0
3693;15738063;631;France;Male;29;2;0;2;1;1;18581.84;0
3694;15711733;753;France;Male;48;4;0;2;0;1;146821.42;0
3695;15634180;729;Germany;Male;26;4;97268.1;2;1;0;39356.38;0
3696;15694566;602;France;Female;42;10;0;2;0;0;169921.11;1
3697;15795186;562;France;Male;38;5;0;1;1;0;115700.2;0
3698;15784890;763;Spain;Female;32;8;0;2;1;0;16725.53;0
3699;15694125;669;France;Male;57;5;0;2;1;1;56875.76;0
3700;15565891;709;France;Male;39;8;0;2;1;0;56214.09;0
3701;15797627;732;Spain;Male;54;0;134249.7;1;0;1;13404.4;0
3702;15649853;625;France;Female;45;3;0;1;1;1;184474.15;1
3703;15659800;584;Spain;Female;50;1;0;1;0;1;152567.75;1
3704;15672053;526;Spain;Male;38;2;0;2;0;0;58010.98;0
3705;15663933;625;Germany;Female;35;5;86147.46;2;1;0;163440.8;1
3706;15814236;537;Spain;Female;38;1;96939.06;1;1;1;102606.92;0
3707;15583597;696;Spain;Male;47;1;106758.6;1;1;1;80591.18;0
3708;15607395;679;France;Female;33;9;112528.65;2;1;0;177362.45;0
3709;15694556;684;France;Male;60;2;116563.58;1;1;0;120257.7;1
3710;15800688;495;Spain;Female;42;7;0;2;0;0;130404.53;0
3711;15725882;618;Germany;Female;40;1;133245.52;2;1;1;54495.82;0
3712;15663917;547;France;Male;43;1;92350.36;1;0;1;80262.91;0
3713;15656865;613;Germany;Male;69;9;78778.49;1;0;1;8751.59;0
3714;15667971;592;Germany;Female;34;6;102143.93;2;1;1;102628.98;0
3715;15800366;546;France;Male;29;5;0;1;1;1;94823.95;0
3716;15717231;721;Germany;Male;37;4;98459.6;1;0;0;90821.66;0
3717;15671351;624;Spain;Male;35;2;0;2;1;0;87310.59;0
3718;15573628;751;Germany;Female;51;7;148074.79;1;1;0;146411.41;1
3719;15698953;636;Spain;Male;36;1;0;3;1;1;74048.1;1
3720;15737961;509;Germany;Female;29;0;107712.57;2;1;1;92898.17;0
3721;15794266;559;France;Male;32;9;145303.52;1;1;0;103560.98;0
3722;15810711;684;Germany;Male;37;4;138476.41;2;1;1;52367.29;0
3723;15607786;709;France;Male;26;6;156551.63;1;0;1;4410.77;0
3724;15624519;656;Germany;Female;49;9;97092.87;1;1;0;74771.22;1
3725;15617419;618;Germany;Female;29;10;100315.1;2;1;1;32526.64;0
3726;15657603;850;France;Female;35;6;81684.97;1;1;0;824;0
3727;15772996;594;Germany;Male;40;0;152092.44;2;1;1;83508.93;0
3728;15737267;676;France;Female;49;1;0;1;1;0;79342.31;1
3729;15813327;710;France;Male;21;4;109130.96;2;1;1;56191.99;0
3730;15711921;695;France;Male;29;5;0;2;1;1;6770.44;0
3731;15569945;509;Spain;Male;29;1;0;2;1;0;69113.14;0
3732;15569666;517;France;Female;45;4;0;1;0;0;172674.36;1
3733;15681887;758;Germany;Male;33;0;129142.54;2;1;1;26606.28;0
3734;15762091;631;Germany;Female;22;6;139129.92;1;1;1;63747.51;0
3735;15722053;576;Spain;Male;33;3;0;2;0;1;190112.05;0
3736;15765300;596;Germany;Male;40;5;62389.03;3;1;0;148623.43;1
3737;15608541;498;France;Male;46;1;91857.66;1;1;0;101954.78;1
3738;15813659;594;France;Female;56;7;0;1;1;0;26215.85;1
3739;15652914;721;Spain;Male;38;7;0;1;0;1;53534.8;0
3740;15723818;453;France;Female;37;4;131834.76;2;1;0;8949.2;0
3741;15656484;682;France;Male;40;4;0;2;1;1;140745.91;0
3742;15778515;748;France;Male;40;3;95297.11;1;0;0;171515.84;0
3743;15625740;627;Germany;Male;62;3;143426.34;2;1;1;143104.3;0
3744;15734461;562;Germany;Male;31;2;112708.2;1;0;1;186370.3;0
3745;15780142;632;France;Male;43;2;100013.51;1;1;0;24275.32;0
3746;15709920;479;France;Female;33;2;208165.53;1;0;0;50774.81;1
3747;15643158;598;France;Female;40;9;0;1;1;0;68462.59;1
3748;15693902;597;France;Male;19;2;0;2;1;1;91036.74;0
3749;15578307;512;France;Female;33;6;121685.31;2;1;1;83681.97;0
3750;15585379;704;France;Male;39;2;111525.02;1;1;0;199484.96;0
3751;15705301;683;France;Male;41;6;95696.52;2;1;1;184366.14;0
3752;15718231;537;France;Male;28;0;88963.31;2;1;1;189839.93;0
3753;15772650;732;France;Male;55;9;136576.02;1;0;1;3268.17;1
3754;15574795;495;France;Female;38;2;63093.01;1;1;1;47089.72;0
3755;15706036;552;Germany;Male;38;10;132271.12;2;1;1;46562.02;0
3756;15723856;602;France;Female;29;3;88814.4;2;1;1;62487.97;0
3757;15691287;675;Germany;Female;33;0;141816.25;1;1;0;64815.05;1
3758;15804797;443;France;Female;54;3;138547.97;1;1;1;70196.23;1
3759;15708650;727;France;Female;31;2;52192.08;2;0;1;160383.47;0
3760;15712777;482;France;Male;38;4;124976.19;1;1;0;35848.12;0
3761;15786469;686;France;Female;34;1;0;2;1;0;87278.48;0
3762;15709604;781;France;Male;23;2;107433.48;1;1;0;173843.21;0
3763;15713637;699;France;Male;34;2;117468.67;1;1;0;185227.42;0
3764;15712930;587;France;Male;42;1;0;1;0;0;123006.91;0
3765;15586504;694;France;Male;40;9;0;2;1;0;40463.03;0
3766;15664270;692;Germany;Male;45;6;142084.04;4;1;0;188305.85;1
3767;15731519;511;France;Female;30;5;0;2;1;0;143994.86;0
3768;15813862;526;Spain;Male;66;7;132044.6;2;1;1;158365.89;0
3769;15641934;749;Spain;Female;46;9;66582.81;1;1;0;78753.12;1
3770;15713043;691;France;Female;33;6;0;2;1;1;100408.31;0
3771;15700749;481;France;Female;39;6;0;1;1;1;24677.54;0
3772;15812184;674;France;Female;31;1;0;1;1;0;128954.05;0
3773;15742609;600;Germany;Male;28;2;116623.31;1;0;1;59905.29;0
3774;15815043;645;Spain;Male;49;8;0;2;1;0;162012.6;0
3775;15640648;698;France;Male;36;6;0;2;0;1;19231.98;0
3776;15627203;508;Spain;Male;54;10;0;1;1;1;175749.36;0
3777;15786196;555;France;Female;44;3;105770.7;3;1;0;60533.96;1
3778;15612095;751;France;Female;48;9;0;1;1;0;137508.42;1
3779;15674368;738;France;Female;39;1;94435.45;2;0;1;189430.86;0
3780;15783477;706;Germany;Female;39;8;112889.91;1;0;1;6723.66;0
3781;15591036;577;Germany;Female;43;3;127940.47;1;0;0;125140.72;1
3782;15761241;578;Germany;Female;36;8;129745.1;1;1;1;143683.75;0
3783;15695078;699;France;Male;32;3;0;2;1;1;170770.44;0
3784;15645744;826;France;Female;30;5;0;2;0;1;157397.57;0
3785;15566988;656;Germany;Female;46;7;141535.52;1;1;0;50595.15;1
3786;15749300;556;France;Female;47;2;139914.27;1;1;1;50390.98;0
3787;15594340;569;France;Male;41;4;120243.49;1;1;0;163150.03;1
3788;15607065;765;France;Male;34;9;91835.16;1;0;0;138280.17;0
3789;15778089;544;Spain;Male;37;2;0;2;0;0;135067.02;0
3790;15773723;588;Spain;Female;22;9;67178.19;1;1;1;163534.75;1
3791;15709861;766;Germany;Male;30;4;127786.28;2;1;1;28879.3;0
3792;15791958;849;France;Female;41;6;0;2;1;1;169203.51;1
3793;15791030;612;France;Female;33;0;64900.32;2;1;0;102426.12;0
3794;15695339;517;Germany;Male;53;0;109172.88;1;1;0;54676.1;1
3795;15715709;696;Germany;Male;43;4;114091.38;1;0;1;159888.1;0
3796;15683118;590;France;Male;32;9;0;2;1;0;138889.15;0
3797;15672798;656;France;Female;45;7;145933.27;1;1;1;199392.14;0
3798;15714575;742;Germany;Female;44;8;107926.02;1;0;1;17375.27;1
3799;15657535;590;Spain;Male;29;10;0;1;1;1;51907.72;1
3800;15696141;516;Spain;Female;31;7;0;1;1;0;47018.75;0
3801;15811947;850;France;Male;33;0;124781.67;1;0;1;33700.52;0
3802;15649024;748;France;Female;39;9;132865.56;1;1;1;59636.43;1
3803;15594928;798;Germany;Female;38;4;129055.13;1;1;0;157147.59;0
3804;15665629;719;Spain;Female;33;7;0;2;1;0;20016.59;0
3805;15762993;796;Spain;Male;32;5;102773.15;2;0;1;117832.88;0
3806;15571193;579;Germany;Male;42;0;144386.32;1;1;1;22497.1;1
3807;15644132;724;France;Female;30;9;142475.87;1;1;1;107848.24;0
3808;15600832;508;France;Female;43;9;0;1;1;0;103726.71;0
3809;15797919;773;Spain;Male;37;2;103195.2;2;1;0;178268.36;0
3810;15603743;526;France;Male;28;1;112070.44;1;0;1;126281.83;0
3811;15634295;470;France;Male;35;1;96473.59;1;0;0;5962.3;0
3812;15691823;672;France;Male;37;5;153195.59;1;1;1;162763.01;0
3813;15809279;773;France;Male;45;8;96877.21;1;1;1;113950.51;0
3814;15631639;704;France;Female;40;6;95452.89;1;0;1;179964.55;0
3815;15713770;586;Spain;Male;41;3;63873.56;1;1;0;83753.64;0
3816;15767891;619;Germany;Female;28;6;99152.73;2;1;0;48475.12;0
3817;15702145;705;Spain;Male;33;7;68423.89;1;1;1;64872.55;0
3818;15679738;527;Spain;Female;35;8;0;1;1;0;98031.53;1
3819;15809227;850;France;Male;35;2;0;2;1;1;56991.66;0
3820;15601811;668;France;Female;53;10;110240.04;1;0;0;183980.56;1
3821;15625494;573;France;Female;32;9;125321.84;2;1;1;130234.63;0
3822;15723737;680;France;Male;27;3;0;1;1;0;32454.26;0
3823;15746065;580;Germany;Male;35;10;136281.41;2;1;1;24799.47;0
3824;15783865;622;France;Male;59;5;119380.37;1;1;1;60429.43;0
3825;15745455;638;Germany;Male;62;4;108716.59;2;1;1;74241.09;0
3826;15583033;640;France;Female;20;4;0;2;0;1;78310.82;0
3827;15644212;644;Spain;Male;28;0;0;2;1;0;119419.37;0
3828;15735688;753;France;Female;31;6;106596.29;1;0;0;91305.77;0
3829;15658577;629;France;Female;37;10;99546.25;3;0;1;25136.95;1
3830;15606887;775;France;Female;30;5;0;1;1;0;193880.6;1
3831;15589323;636;France;Female;24;9;0;2;0;1;38830.72;0
3832;15636395;529;France;Female;31;5;0;2;1;0;26817.23;0
3833;15712772;757;France;Male;28;3;75381.15;1;1;1;199727.72;0
3834;15700937;767;Spain;Female;24;5;0;2;1;1;67445.85;0
3835;15766659;525;Spain;Male;33;5;0;2;1;0;161002.29;0
3836;15814033;759;Spain;Male;38;1;0;2;1;0;20778.39;0
3837;15654183;738;France;Female;26;3;0;2;1;0;67484.16;0
3838;15582591;615;Spain;Male;59;4;155766.05;1;1;1;110275.17;0
3839;15738835;850;Germany;Male;38;7;101985.81;2;0;0;43801.27;0
3840;15782404;487;France;Female;34;2;96019.5;1;0;0;9085;0
3841;15718843;769;Spain;Male;41;1;72509.91;1;1;0;25723.73;0
3842;15673439;646;Spain;Female;50;5;142644.64;2;1;1;142208.5;1
3843;15669011;659;France;Female;44;9;23503.31;1;0;1;169862.01;1
3844;15743153;740;Germany;Female;40;2;122295.17;2;1;1;30812.84;0
3845;15579787;686;France;Male;39;4;0;2;1;0;155023.93;0
3846;15759966;612;Spain;Female;36;5;119799.27;2;1;0;159416.58;0
3847;15601045;655;Spain;Male;37;8;163708.58;2;0;0;76259.23;0
3848;15764021;617;France;Male;34;1;61687.33;2;1;0;105965.25;0
3849;15687218;674;France;Female;27;4;79144.34;1;0;1;50743.83;0
3850;15735358;682;Spain;Male;46;4;0;1;1;1;4654.28;0
3851;15685872;727;France;Female;29;1;146652.01;1;1;1;173486.39;0
3852;15760851;629;France;Male;31;6;0;2;1;0;93881.75;0
3853;15734588;684;France;Male;46;0;0;2;1;1;36376.97;0
3854;15784594;549;Germany;Female;37;1;130622.34;2;1;1;128499.94;0
3855;15606435;593;Germany;Male;69;2;187013.13;2;0;1;105898.69;0
3856;15625905;592;Spain;Male;41;0;0;2;1;0;65906.07;0
3857;15626414;703;France;Male;44;6;98862.54;1;1;0;151516.7;0
3858;15623220;723;Spain;Female;45;4;0;2;1;0;37214.39;0
3859;15677908;552;Spain;Male;42;4;0;2;0;0;195692.3;0
3860;15643392;742;France;Male;31;4;105239.1;1;1;1;19700.24;0
3861;15684868;668;Germany;Male;56;9;110993.79;1;1;0;134396.64;1
3862;15627854;707;Spain;Male;44;3;0;2;1;1;135077.01;0
3863;15669253;754;Spain;Male;39;7;157691.98;2;1;0;133600.89;1
3864;15674720;691;Germany;Female;37;7;123067.63;1;1;1;98162.44;1
3865;15580249;502;France;Male;45;0;0;1;0;0;84663.21;0
3866;15675431;563;France;Female;34;6;0;2;0;0;36536.93;0
3867;15698285;676;France;Female;41;4;101457.14;1;1;1;79101.67;0
3868;15678173;629;Spain;Male;35;4;174588.8;2;0;1;158420.14;0
3869;15665222;625;Spain;Male;52;8;121161.57;1;1;0;48988.28;0
