RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
8166;15762927;674;Germany;Female;36;6;100762.64;1;1;0;182156.86
8167;15771857;513;Spain;Male;39;7;89039.9;2;1;1;146738.83
8168;15569670;627;Germany;Male;30;6;112372.96;1;1;1;118029.09
8169;15661548;683;France;Female;29;0;157829.12;1;0;0;129891.66
8170;15806913;670;France;Female;54;2;95507.12;1;1;1;63213.31
8171;15792986;580;Germany;Male;24;1;133811.78;1;1;0;17185.95
8172;15727703;773;Germany;Male;34;10;126979.75;1;0;0;36823.28
8173;15799652;763;France;Female;38;0;152582.2;2;0;0;31892.82
8174;15646784;529;France;Female;31;2;164003.05;2;1;1;60993.23
8175;15644692;546;France;Female;47;8;0;1;1;1;66408.01
8176;15670354;753;France;Female;62;6;0;2;1;1;136398.9
8177;15786717;567;France;Male;36;1;0;2;0;0;8555.73
8178;15771383;628;Germany;Female;45;6;53667.44;1;1;0;115022.94
8179;15649793;658;France;Male;20;7;0;2;0;0;187638.34
8180;15677249;731;Spain;Male;42;9;101043.63;1;1;1;192175.52
8181;15581525;775;Germany;Male;33;3;83501.66;2;1;0;128841.31
8182;15594502;655;France;Male;37;6;109093.41;2;1;0;1775.52
8183;15784361;543;Spain;Female;46;5;140355.6;1;1;1;85086.78
8184;15767626;811;France;Male;42;10;0;2;1;1;3797.79
8185;15665088;531;France;Female;42;2;0;2;0;1;90537.47
8186;15652084;515;France;Male;40;0;109542.29;1;1;1;166370.81
8187;15584477;655;Spain;Female;35;1;106405.03;1;1;1;82900.25
8188;15665963;681;Spain;Male;30;2;128393.29;1;1;1;180593.45
8189;15596962;617;France;Female;24;4;137295.19;2;1;1;91195.12
8190;15717056;828;Germany;Female;25;7;144351.86;1;1;0;116613.26
8191;15792250;616;Germany;Female;45;4;122793.96;1;1;1;62002.04
8192;15740406;628;Germany;Male;38;10;113525.84;1;1;0;46044.48
8193;15768137;667;Spain;Female;23;6;136100.69;2;0;0;169669.33
8194;15723721;543;France;Male;30;4;140916.81;1;1;0;157711.18
8195;15742681;554;Germany;Male;26;4;121365.39;1;1;1;8742.36
8196;15582090;684;Spain;Female;36;4;0;1;1;0;117038.96
8197;15728912;554;France;Female;44;6;92436.86;1;1;0;126033.9
8198;15585580;796;Germany;Female;52;9;167194.36;1;1;1;62808.93
8199;15583480;807;France;Female;36;4;0;2;0;1;147007.33
8200;15620341;500;Germany;Male;44;9;160838.13;2;1;0;196261.64
8201;15792916;559;Spain;Female;40;7;144470.77;1;1;1;18917.95
8202;15598695;834;Germany;Female;68;9;130169.27;2;0;1;93112.2
8203;15671610;740;France;Male;36;7;0;1;1;1;13177.4
8204;15625092;502;Germany;Female;57;3;101465.31;1;1;0;43568.31
8205;15741032;733;France;Male;48;5;0;1;0;1;117830.57
8206;15750014;755;Germany;Female;37;0;113865.23;2;1;1;117396.25
8207;15768359;534;France;Male;36;4;120037.96;1;1;0;36275.94
8208;15805769;656;Spain;Male;33;4;0;2;1;0;116706
8209;15719508;575;Germany;Male;49;7;121205.15;4;1;1;168080.53
8210;15626795;672;France;Female;40;3;0;1;1;0;113171.61
8211;15687903;501;France;Female;29;8;0;2;1;0;112664.24
8212;15777599;746;Germany;Male;34;6;141806;2;1;1;183494.87
8213;15669589;491;Germany;Female;68;1;95039.12;1;0;1;116471.14
8214;15632793;638;France;Female;29;9;103417.74;1;1;1;15336.4
8215;15780432;728;France;Male;37;3;122689.51;2;0;0;106977.53
8216;15673223;626;France;Male;44;10;0;2;0;0;164287.86
8217;15761168;478;France;Female;38;4;171913.87;1;1;0;51820.87
8218;15812832;562;Germany;Male;33;8;92659.2;2;1;0;1354.25
8219;15712121;657;Spain;Male;34;5;154983.98;1;1;0;27738.01
8220;15619238;567;Spain;Male;29;8;0;2;1;0;156125.72
8221;15744691;755;France;Female;29;3;0;3;1;0;4733.94
8222;15708289;793;Spain;Male;25;3;100913.57;1;0;0;10579.72
8223;15790412;471;Spain;Male;26;8;0;2;1;1;179655.87
8224;15674433;636;Germany;Female;28;2;115265.14;1;0;0;191627.85
8225;15806284;739;Spain;Male;31;1;0;2;1;1;58469.75
8226;15606386;753;Germany;Female;46;3;111512.75;3;1;0;159576.75
8227;15734005;633;France;Female;42;1;0;2;1;0;56865.62
8228;15650432;849;Germany;Male;41;10;84622.13;1;1;1;198072.16
8229;15775709;832;France;Female;27;10;98590.25;1;1;0;30912.89
8230;15702631;567;France;Female;26;2;0;2;1;1;78651.55
8231;15717879;712;Spain;Female;79;5;108078.56;1;1;1;174118.93
8232;15740878;655;Spain;Female;29;9;0;2;0;1;85736.26
8233;15773277;676;France;Male;35;5;106836.67;2;1;0;84199.78
8234;15731829;616;France;Male;34;10;0;2;1;0;25662.27
8235;15764405;731;France;Male;29;10;0;2;1;1;162452.65
8236;15660679;653;Spain;Female;38;9;149571.94;1;1;0;118383.18
8237;15666856;774;France;Male;49;1;142767.39;1;1;1;8214.41
8238;15687372;547;Germany;Male;49;8;121537.71;2;1;0;46521.45
8239;15667289;719;Spain;Male;50;2;0;2;0;0;10772.13
8240;15734610;543;France;Male;42;4;89838.71;3;1;0;85983.54
8241;15631882;688;Germany;Male;45;9;103399.87;1;0;0;129870.93
8242;15617166;610;France;Male;37;0;0;1;1;0;114514.64
8243;15742442;705;Spain;Female;46;5;89364.91;1;0;1;139162.15
8244;15568238;650;Spain;Male;20;8;0;2;1;1;113469.65
8245;15731555;595;Germany;Female;45;9;106000.12;1;0;0;191448.96
8246;15721462;622;Spain;Female;58;2;0;2;1;1;33277.31
8247;15682995;600;France;Female;32;1;78535.25;1;1;0;64349.6
8248;15584776;847;Spain;Female;37;9;112712.17;1;1;0;116097.26
8249;15576156;710;Spain;Female;28;6;0;1;1;0;48426.98
8250;15742886;642;France;Male;26;1;138023.79;2;0;1;117060.2
8251;15727317;533;Germany;Female;49;1;102286.6;3;1;0;69409.37
8252;15754929;757;France;Male;31;10;39539.39;2;0;0;192519.39
8253;15572051;721;France;Male;40;3;0;1;1;1;144874.67
8254;15668142;700;France;Male;37;3;77608.46;2;1;1;175373.46
8255;15701176;663;France;Male;26;5;141462.13;1;1;0;440.2
8256;15708422;677;Spain;Female;35;0;0;2;0;0;76637.38
8257;15612140;721;Spain;Female;46;7;137933.39;1;1;1;67976.57
8258;15655298;654;Spain;Female;54;5;0;2;0;1;47139.06
8259;15707479;664;France;Male;40;7;125608.72;1;1;0;122073.48
8260;15579826;439;France;Female;66;9;0;1;1;0;65535.56
8261;15668104;479;Spain;Male;37;6;118433.94;1;0;1;160060.9
8262;15589969;850;France;Male;34;6;0;1;0;1;52796.31
8263;15617790;626;France;Female;29;4;105767.28;2;0;0;41104.82
8264;15628992;850;Germany;Male;32;2;128647.98;2;0;0;54416.18
8265;15689201;721;France;Female;49;1;120108.56;1;0;1;183421.76
8266;15683618;774;France;Female;35;3;121418.62;1;1;1;24400.37
8267;15789582;587;France;Male;55;9;0;1;1;0;64593.07
8268;15688612;850;France;Male;33;7;140956.99;1;0;0;3510.18
8269;15721779;826;Spain;Male;41;5;146466.46;2;0;0;180934.67
8270;15579548;735;Spain;Male;36;5;0;2;1;0;105152.17
8271;15767757;562;Spain;Female;29;9;120307.58;1;1;1;6795.61
8272;15658589;850;Spain;Male;38;2;94652.04;1;1;1;171960.76
8273;15670822;719;France;Female;22;7;114415.84;1;1;1;177497.4
8274;15660768;604;France;Male;40;1;84315.02;1;0;0;36209.1
8275;15633866;753;Germany;Male;30;1;110824.52;1;1;1;57896.27
8276;15704231;430;France;Female;33;8;0;1;1;1;69759.91
8277;15681126;702;Spain;Female;38;2;0;1;1;1;161888.63
8278;15625819;625;France;Female;38;7;0;1;1;0;164804.02
8279;15654067;584;Spain;Female;29;4;0;2;1;0;88866.92
8280;15624695;662;Spain;Female;72;7;140301.72;1;0;1;179258.67
8281;15718216;803;Spain;Male;43;3;0;1;1;0;72051.44
8282;15725767;701;France;Male;23;3;0;2;1;0;38960.59
8283;15793585;675;France;Male;35;8;0;2;1;1;56642.97
8284;15684960;559;France;Female;46;5;0;1;1;0;21006.1
8285;15733842;597;France;Female;24;1;103219.47;1;1;0;60420.07
8286;15581526;574;France;Male;41;1;0;2;0;0;70550
8287;15588517;717;France;Male;38;7;0;2;1;1;158580.05
8288;15804038;740;France;Male;44;9;0;1;0;1;96528
8289;15720820;462;Germany;Female;24;9;69881.09;2;0;1;64421.02
8290;15749947;665;France;Female;44;7;0;2;1;1;66548.58
8291;15746664;463;Spain;Male;20;8;204223.03;1;1;0;128268.39
8292;15628600;807;Germany;Female;31;1;141069.18;3;1;1;194257.11
8293;15627002;728;France;Male;38;1;115934.74;1;1;1;139059.05
8294;15614635;582;France;Male;52;2;151457.88;1;0;1;40893.61
8295;15731281;704;Germany;Female;35;3;154206.07;2;1;1;40261.49
8296;15745030;809;Germany;Male;41;1;79706.25;2;1;0;165675.01
8297;15691817;547;Spain;Female;44;5;0;3;0;0;5459.07
8298;15784700;811;France;Male;31;7;117799.28;1;1;1;182372.35
8299;15710397;584;France;Male;26;4;0;2;1;0;147600.54
8300;15567630;721;Germany;Male;40;6;100275.88;1;1;0;138564.48
8301;15733904;529;France;Male;32;9;147493.89;1;1;0;33656.35
8302;15709511;622;France;Male;43;8;0;2;1;0;100618.17
8303;15694852;575;France;Male;29;4;121823.4;2;1;1;50368.87
8304;15589924;577;Spain;Female;40;1;0;2;1;1;108787
8305;15799300;510;Germany;Male;31;0;113688.63;1;1;0;33099.41
8306;15799815;656;Germany;Female;23;4;163549.63;1;0;1;21085.12
8307;15759250;745;Germany;Male;51;3;99183.9;1;1;1;28922.25
8308;15732643;386;Spain;Female;53;1;131955.07;1;1;1;62514.65
8309;15690540;684;Spain;Female;41;1;134177.06;1;0;0;177506.66
8310;15575510;659;France;Female;32;2;155584.21;1;0;1;153662.88
8311;15702462;619;Spain;Female;44;6;52831.13;1;1;1;112649.22
8312;15606177;672;France;Male;39;2;0;2;1;0;87372.49
8313;15652469;699;France;Male;27;1;0;2;1;0;93003.21
8314;15735439;449;Spain;Female;31;1;113693;1;0;0;82796.29
8315;15624744;622;Germany;Male;42;9;115766.26;1;0;0;72155.85
8316;15780386;654;Spain;Male;40;5;105683.63;1;1;0;173617.09
8317;15791114;700;France;Male;37;1;135179.49;1;1;0;160670.37
8318;15708046;744;Spain;Male;31;0;117551.23;1;1;0;158958.9
8319;15591550;525;Spain;Male;36;3;77910.23;1;1;0;67238.01
8320;15699830;721;France;Female;40;7;0;2;1;1;122580.48
8321;15595158;654;Germany;Male;31;5;150593.59;2;1;1;105218.45
8322;15680234;667;Germany;Male;27;2;138032.15;1;1;0;166317.71
8323;15782641;710;Spain;Female;29;3;119670.18;1;1;0;188022.44
8324;15724076;815;Spain;Female;57;5;0;3;0;0;38941.44
8325;15784000;715;Germany;Female;34;9;102277.52;1;0;0;177852.57
8326;15612667;680;Spain;Male;42;0;0;1;1;0;136377.21
8327;15578238;727;France;Male;47;7;0;2;1;0;193305.35
8328;15675749;695;France;Female;23;1;0;2;1;1;141756.32
8329;15796958;658;France;Male;39;7;0;2;1;0;48378.4
8330;15719265;589;France;Male;46;9;0;2;1;0;170676.67
8331;15704144;812;Germany;Male;33;2;127154.14;2;0;1;105383.49
8332;15742848;673;France;Male;41;5;0;1;1;1;65657.29
8333;15674541;575;Spain;Male;52;8;123925.23;1;0;0;111342.66
8334;15688973;598;Spain;Female;39;5;0;2;1;1;83103.46
8335;15720968;606;Germany;Male;27;2;130274.26;2;1;0;147533.09
8336;15768219;850;Spain;Male;36;0;0;2;1;0;141242.57
8337;15663883;850;Germany;Male;32;9;141827.33;2;1;1;149458.73
8338;15668283;642;France;Male;48;9;118317.27;4;0;0;78702.98
8339;15669664;574;Germany;Male;54;1;99774.5;1;0;0;4896.11
8340;15733661;639;Spain;Female;27;8;133806.54;2;1;0;6251.3
8341;15710012;738;Spain;Male;44;2;0;2;1;0;43018.82
8342;15668853;637;Spain;Female;44;0;157622.58;1;1;1;120454.2
8343;15691011;591;France;Male;42;9;161651.37;2;1;1;131753.97
8344;15648933;831;Germany;Male;44;3;111100.98;1;1;1;28144.07
8345;15598161;654;France;Male;47;10;0;2;1;0;170481.98
8346;15745624;828;France;Male;37;4;0;2;1;0;94845.45
8347;15801417;657;France;Male;37;4;82500.28;1;1;1;115260.72
8348;15592707;531;Germany;Female;64;2;175754.87;2;1;1;60721.4
8349;15593954;516;France;Female;47;6;109387.33;1;0;0;121365.45
8350;15714431;561;France;Male;37;1;100443.36;2;0;1;101693.73
8351;15662245;588;France;Male;32;1;0;2;1;1;8763.87
8352;15594456;740;Spain;Female;56;4;99097.33;1;1;1;85016.64
8353;15757661;589;France;Female;39;7;0;2;0;0;95985.64
8354;15729117;607;France;Female;31;1;102523.88;1;1;1;166792.71
8355;15595153;644;Germany;Female;44;8;106022.73;2;0;0;148727.42
8356;15698572;636;Spain;Female;36;1;0;1;1;0;43134.58
8357;15638803;733;Spain;Female;32;5;0;2;1;0;131625.14
8358;15602979;751;France;Male;29;1;135536.5;1;1;0;66825.33
8359;15590199;701;Spain;Male;28;1;103421.32;1;0;1;76304.73
8360;15795124;726;Germany;Male;50;9;94504.35;1;0;1;5078.9
8361;15718912;608;Germany;Female;44;5;126147.84;1;0;1;132424.69
8362;15592028;549;France;Female;46;7;0;1;1;1;109057.56
8363;15754301;704;France;Male;39;5;0;1;1;0;6416.92
8364;15755225;659;Germany;Male;34;9;134464.58;2;1;0;178833.34
8365;15725221;738;Germany;Male;62;10;83008.31;1;1;1;42766.03
8366;15617507;530;Spain;Female;36;7;0;2;1;0;80619.09
8367;15668894;661;Germany;Male;41;5;122552.48;2;0;1;120646.4
8368;15589563;531;Spain;Male;31;2;118899.45;2;0;0;41409.36
8369;15750099;731;France;Female;36;6;0;1;0;0;152128.36
8370;15581237;573;Spain;Male;33;1;160777.9;1;1;1;149536.15
8371;15738150;591;France;Male;45;5;0;2;1;1;155492.87
8372;15678571;723;France;Male;21;4;0;2;0;0;24847.02
8373;15736124;617;France;Male;25;1;102585.88;2;1;1;115387.4
8374;15623202;704;Germany;Female;39;10;102556.18;2;1;0;171971.25
8375;15748608;612;Germany;Male;42;5;141927.1;1;1;1;43018.98
8376;15802390;724;France;Female;34;2;0;2;1;1;118863.38
8377;15774336;648;Germany;Male;44;9;111369.79;2;1;1;91947.74
8378;15648766;569;Spain;Male;35;3;116969.35;1;0;0;94488.82
8379;15659094;765;Germany;Female;34;8;136729.51;2;0;0;47058.21
8380;15642619;603;Spain;Male;46;2;0;2;1;0;174478.54
8381;15666032;568;Spain;Male;28;1;127289.28;1;0;0;45611.51
8382;15628155;410;France;Female;35;7;117183.74;1;1;1;109733.73
8383;15722322;655;Spain;Female;78;2;0;2;0;1;188435.38
8384;15682084;680;France;Male;31;9;0;2;1;0;36145.53
8385;15642821;383;Spain;Female;48;8;95808.19;1;0;0;137702.01
8386;15642515;620;France;Female;42;1;0;2;0;1;65565.92
8387;15697028;590;Spain;Male;34;0;65812.35;2;0;1;160346.3
8388;15575759;583;Spain;Female;40;3;54428.37;1;1;0;109638.78
8389;15567442;656;France;Female;75;3;0;2;1;1;1276.87
8390;15653784;627;France;Male;37;2;125190.86;1;0;1;84584.69
8391;15693543;708;France;Female;33;8;0;2;0;1;15246.83
8392;15773283;641;France;Male;65;6;38340.02;1;1;0;32607.77
8393;15742534;527;Germany;Female;28;2;123802.98;2;1;1;155846.69
8394;15569878;592;France;Male;37;3;96651.03;1;1;1;3232.82
8395;15578375;628;France;Male;39;6;0;2;0;0;134441.6
8396;15696744;705;France;Female;31;3;119794.67;1;0;0;182528.44
8397;15806709;609;Germany;Male;33;6;94126.67;1;0;0;93718.16
8398;15633818;786;France;Male;32;9;0;2;1;0;133112.41
8399;15777784;733;France;Female;44;6;168165.84;1;0;1;197193.49
8400;15651450;666;Germany;Male;31;3;123212.08;2;1;1;112157.31
8401;15729557;850;Germany;Male;36;5;119984.07;1;1;0;191535.11
8402;15631436;564;France;Male;35;4;0;1;1;0;158937.55
8403;15724684;610;Spain;Male;46;5;91897.8;1;1;0;54394.28
8404;15636541;683;Germany;Male;35;5;144961.97;1;0;1;26796.73
8405;15787222;676;Germany;Male;28;1;69459.05;2;1;1;128461.29
8406;15708867;684;Spain;Female;38;3;134168.5;3;1;0;3966.5
8407;15635964;566;Germany;Male;65;4;120100.41;1;1;0;107563.16
8408;15786249;616;Spain;Male;30;2;0;2;1;0;199099.51
8409;15812850;494;Spain;Male;67;5;0;2;1;1;85890.16
8410;15596972;534;France;Male;38;3;0;1;0;0;143938.27
8411;15656597;432;Germany;Male;38;2;135559.8;2;1;1;71856.3
8412;15699446;816;Germany;Female;25;2;150355.35;2;1;1;35770.84
8413;15588372;715;Germany;Female;37;9;105489.31;1;0;0;143096.49
8414;15681439;775;Germany;Male;25;10;60205.2;2;1;0;14073.11
8415;15658432;688;France;Male;40;6;0;1;1;1;47886.44
8416;15616431;608;France;Male;33;4;0;1;0;1;130474.03
8417;15796957;597;Spain;Male;35;9;0;3;0;1;73181.39
8418;15635870;579;Germany;Female;50;5;117721.02;1;0;1;192146.63
8419;15760521;796;France;Female;50;1;94164;1;1;1;189414.74
8420;15730272;619;France;Male;58;5;152199.33;1;1;1;86022.09
8421;15605113;518;France;Female;27;1;133801.49;1;1;1;143315.57
8422;15661945;623;Spain;Female;40;4;0;3;1;0;31669.18
8423;15783816;733;France;Female;28;5;0;2;0;0;12761.16
8424;15798385;512;Spain;Female;46;3;0;2;1;1;56408.14
8425;15797329;626;France;Male;43;4;137638.69;1;1;0;130442.08
8426;15648951;785;Spain;Male;41;7;0;2;1;1;199108.88
8427;15807524;569;France;Female;44;4;0;2;0;0;134394.78
8428;15766649;670;France;Male;38;10;89416.99;1;0;0;144275.39
8429;15696812;586;Spain;Male;42;6;0;2;1;1;123410.23
8430;15581295;617;Spain;Female;45;1;0;1;1;0;143298.06
8431;15663234;508;France;Female;60;7;143262.04;1;1;1;129562.74
8432;15695174;654;France;Male;29;4;132954.64;1;1;1;146715.07
8433;15601503;578;Spain;Male;28;4;0;2;0;0;6947.09
8434;15706131;621;Spain;Female;37;9;83061.26;2;1;0;9170.54
8435;15626679;584;France;Male;33;3;0;2;0;1;59103.13
8436;15800514;477;Germany;Female;24;2;95675.62;2;0;0;162699.7
8437;15782096;616;Spain;Female;36;6;0;1;1;1;12916.32
8438;15783522;738;Spain;Female;37;8;100565.94;1;1;1;128799.86
8439;15756272;526;Germany;Female;35;9;118536.4;1;1;0;40980.87
8440;15615245;660;France;Male;19;5;127649.64;1;1;1;40368.65
8441;15569764;687;Germany;Female;41;2;154007.21;1;1;0;158408.23
8442;15573171;695;Spain;Male;63;1;146202.93;1;1;1;126688.83
8443;15763381;496;France;Male;30;0;90963.49;1;0;1;27802
8444;15814430;747;Spain;Male;41;9;0;1;1;0;32430.94
8445;15737133;706;Spain;Male;68;4;114386.85;1;1;1;28601.68
8446;15613945;472;France;Female;26;5;0;2;1;0;108411.66
8447;15661723;667;Spain;Male;71;4;137260.78;1;0;1;94433.08
8448;15719017;672;France;Female;34;8;0;2;1;1;16245.25
8449;15706706;648;Germany;Male;33;7;135310.41;2;0;1;171668.2
8450;15709653;497;France;Male;32;8;0;2;1;0;67364.42
8451;15805104;743;France;Female;73;6;0;2;0;1;107867.38
8452;15572801;639;Spain;Male;34;5;139393.19;2;0;0;33950.08
8453;15767598;540;Spain;Male;28;8;0;2;0;0;197588.32
8454;15757897;766;France;Female;26;3;104258.8;1;1;1;428.23
8455;15732265;630;France;Male;33;9;0;2;1;0;64804.59
8456;15713774;644;Spain;Female;46;6;12459.19;1;0;0;156787.34
8457;15676707;577;Spain;Female;39;4;0;2;1;0;91366.42
8458;15752694;653;France;Female;32;4;83772.95;1;0;1;23920.65
8459;15723620;617;France;Male;41;7;0;2;0;1;14496.67
8460;15671779;567;France;Male;39;5;0;2;0;0;168521.72
8461;15672966;682;Spain;Female;64;9;0;2;1;1;103318.44
8462;15749540;585;France;Male;36;7;0;2;1;0;94283.09
8463;15621063;516;France;Female;42;8;56228.25;1;1;0;46857.52
8464;15626156;655;France;Female;60;3;0;2;1;1;86981.45
8465;15730345;617;France;Female;35;2;104508.1;1;1;1;147636.46
8466;15643439;537;France;Male;47;10;0;2;0;1;25482.62
8467;15604158;554;France;Female;39;10;0;2;1;1;18391.93
8468;15628824;665;France;Female;37;5;160389.82;1;0;1;183542.08
8469;15643671;696;Germany;Male;49;5;97036.22;2;1;0;152450.84
8470;15680224;687;France;Female;26;6;0;2;1;1;32909.13
8471;15693996;507;France;Female;33;1;113452.66;1;0;0;142911.99
8472;15764343;688;Spain;Female;46;8;155681.72;1;1;0;26287.21
8473;15704168;535;Germany;Male;38;8;127475.24;1;0;0;60775.76
8474;15680197;701;France;Male;41;10;0;2;1;1;146257.77
8475;15775116;581;France;Male;31;3;0;2;0;0;89040.61
8476;15575428;682;Germany;Female;35;2;117438.92;2;1;1;16910.98
8477;15690731;645;France;Male;40;6;131411.24;1;1;1;194656.11
8478;15766378;714;Germany;Female;45;9;106431.97;2;1;1;164117.69
8479;15601417;681;France;Male;32;3;148884.47;2;1;1;90967.37
8480;15674620;679;Germany;Female;37;8;77373.87;2;0;1;174873.09
8481;15756535;733;Germany;Male;39;5;91538.51;1;1;1;93783
8482;15791851;726;France;Female;34;0;185734.75;1;1;1;102036.82
8483;15611612;570;France;Female;29;0;0;1;1;0;37092.43
8484;15694381;631;France;Male;51;8;100654.8;1;1;0;171587.9
8485;15651737;623;Spain;Male;44;1;83325.77;1;0;1;80828.78
8486;15663168;665;France;Male;35;8;110934.54;1;1;0;169287.99
8487;15643426;523;Spain;Female;36;8;113680.54;1;0;0;13197.44
8488;15618245;706;Germany;Male;31;1;117020.08;2;1;0;54439.53
8489;15717527;619;France;Female;49;9;145359.99;1;1;0;38186.85
8490;15642248;608;Spain;Male;66;8;123935.35;1;1;1;65758.19
8491;15727041;624;France;Male;71;7;0;2;1;1;108841.83
8492;15652320;588;France;Male;40;5;0;2;0;0;100727.68
8493;15726103;689;Germany;Female;55;1;76296.81;1;1;0;42364.75
8494;15646351;486;Spain;Male;27;7;0;2;1;0;28823.04
8495;15730044;809;Germany;Female;42;6;64497.94;3;0;1;182436.81
8496;15674254;554;Spain;Female;45;4;0;2;1;1;193412.05
8497;15775206;699;France;Male;37;10;0;2;0;0;83263.04
8498;15610379;599;France;Male;30;9;105443.68;1;1;1;121124.53
8499;15716236;499;France;Male;35;10;0;2;1;0;10722.54
8500;15744109;850;France;Male;32;4;0;1;1;1;180622.02
8501;15810878;537;Spain;Female;38;6;141786.78;1;0;1;147797.54
8502;15587835;850;France;Male;41;3;136416.82;1;0;1;57844.26
8503;15763515;513;France;Male;30;5;0;2;1;0;162523.66
8504;15788022;802;Germany;Female;41;4;90757.64;2;0;1;169183.66
8505;15643188;671;Germany;Female;47;7;114603.76;2;1;0;153194.32
8506;15753888;607;Spain;Female;62;8;108004.64;1;1;1;23386.77
8507;15801701;653;Spain;Male;35;9;0;2;1;1;45956.05
8508;15684419;709;Spain;Female;37;8;0;3;1;0;71738.56
8509;15771270;635;France;Female;27;8;127471.56;1;1;1;152916.05
8510;15799910;793;France;Male;32;2;0;2;1;0;193817.63
8511;15602479;609;Spain;Male;37;5;129312.79;1;1;1;26793.82
8512;15570379;669;Spain;Male;51;3;88827.53;1;0;0;85250.77
8513;15729574;616;Spain;Male;71;4;0;2;1;1;173599.38
8514;15799128;608;Spain;Female;38;9;102406.76;1;0;1;57600.66
8515;15654300;530;Germany;Male;33;9;75242.28;1;0;1;101694.67
8516;15608873;665;France;Male;51;2;0;1;0;0;53353.36
8517;15782100;544;Spain;Male;22;3;66483.32;1;0;1;110317.39
8518;15743570;481;France;Female;34;5;0;2;1;1;125253.46
8519;15750671;512;Spain;Male;31;6;0;2;1;0;168462.26
8520;15757867;570;France;Female;30;10;176173.52;1;1;0;97045.32
8521;15713819;562;France;Male;48;3;92347.96;1;1;1;163116.75
8522;15803840;729;France;Female;32;9;0;2;0;0;150803.44
8523;15735339;663;France;Male;39;4;0;1;1;0;76884.05
8524;15600392;735;France;Female;53;8;123845.36;2;0;1;170454.93
8525;15663817;713;France;Male;46;5;0;1;1;1;55701.62
8526;15684248;658;Spain;Male;21;7;0;2;0;1;154279.87
8527;15758510;474;France;Male;26;6;0;2;0;0;152491.22
8528;15692918;604;Germany;Male;36;10;113546.3;1;1;1;134875.37
8529;15567991;794;Spain;Male;31;0;144880.34;2;0;1;175643.44
8530;15812920;607;Germany;Male;40;5;90594.55;1;0;1;181598.25
8531;15669219;588;Germany;Male;35;3;104356.38;1;1;0;94498.82
8532;15641004;605;Spain;Female;48;10;150315.92;1;0;1;133486.36
8533;15648067;583;France;Male;39;1;129299.28;2;1;0;73107.6
8534;15704014;738;Germany;Male;37;7;140950.92;2;1;0;195333.98
8535;15645136;744;Spain;Male;30;1;128065.12;1;1;0;121525.48
8536;15793901;639;France;Female;27;2;0;2;0;0;125244.18
8537;15569759;583;France;Female;27;4;0;3;1;0;163113.41
8538;15677317;570;France;Female;29;4;153040.03;1;1;1;131363.57
8539;15745623;788;France;Male;32;4;112079.58;1;0;0;89368.59
8540;15697567;752;France;Male;33;4;0;2;1;1;39570.78
8541;15715414;658;France;Female;38;6;102895.1;1;0;0;155665.76
8542;15639530;679;Spain;Male;42;2;0;1;1;1;168294.27
8543;15726058;754;Germany;Male;27;7;117578.35;2;0;1;87908.01
8544;15725665;679;France;Male;47;10;198546.1;2;1;0;191198.92
8545;15698872;633;Spain;Female;39;2;0;2;0;0;191207.03
8546;15757559;595;France;Female;53;7;0;2;1;0;41371.68
8547;15697035;740;Spain;Female;31;8;0;2;0;0;86657.48
8548;15679668;850;Spain;Male;38;7;115378.94;1;0;1;162087.82
8549;15658813;645;France;Female;55;7;0;2;1;1;18369.33
8550;15722533;716;France;Female;40;3;0;2;0;1;167636.15
8551;15680112;473;Germany;Female;35;7;131504.73;1;1;0;189560.43
8552;15806808;834;Germany;Female;57;8;112281.6;3;1;0;140225.14
8553;15590637;721;France;Male;41;7;0;2;0;1;61018.85
8554;15765532;612;Germany;Male;76;6;96166.88;1;1;1;191393.26
8555;15741719;540;France;Female;40;3;165298.12;1;0;1;199862.75
8556;15728917;598;France;Male;48;6;120682.53;1;1;0;30635.52
8557;15653521;850;Germany;Female;40;7;104449.8;1;1;1;747.88
8558;15802220;599;Spain;Male;35;6;137102.65;1;0;0;76870.81
8559;15579714;542;France;Female;29;7;0;2;0;1;196651.72
8560;15786680;805;Spain;Male;37;5;0;2;1;0;21928.81
8561;15623499;548;Germany;Male;49;9;108437.89;1;0;0;127022.87
8562;15758039;614;France;Male;44;6;0;2;0;1;104930.46
8563;15807163;537;France;Female;38;10;0;1;0;0;52337.97
8564;15698167;677;France;Female;24;0;148298.59;2;0;0;182913.95
8565;15781710;558;Spain;Female;31;7;0;2;1;0;166720.28
8566;15801296;634;Germany;Female;37;7;143258.85;2;1;0;192721.98
8567;15704378;655;Germany;Male;37;9;121342.24;1;1;1;180241.44
8568;15640667;662;France;Female;41;4;0;2;1;0;126551.48
8569;15636634;630;Germany;Female;25;7;79656.81;1;1;0;93524.22
8570;15682955;758;France;Female;32;2;84378.9;1;1;1;75396.43
8571;15758856;597;France;Male;45;7;0;2;0;0;167756.45
8572;15783026;701;France;Female;41;2;0;1;1;0;47856.78
8573;15579892;708;Spain;Male;19;7;112615.86;1;1;1;4491.77
8574;15802088;521;Spain;Female;22;10;0;1;1;1;101311.95
8575;15783007;520;Germany;Female;45;1;123086.39;1;1;1;41042.4
8576;15609899;548;Spain;Male;37;4;0;1;1;0;121763.68
